ConditionName,TrialNumber,FittsID,CompletionTime,Errors
Sticky-High,14,0.48140416,1092,0
Sticky-High,15,0.6337395,890,1
Sticky-High,16,0.40686387,1132,0
Sticky-High,17,0.48605478,1027,0
Sticky-High,18,0.4415029,1073,0
Sticky-High,19,0.36407533,1066,0
Sticky-High,20,0.42760223,1020,0
Sticky-High,21,0.12367528,993,0
Sticky-High,22,0.1950019,1210,0
Sticky-High,23,0.4413319,1100,0
Sticky-High,24,0.25841895,1100,0
Sticky-High,25,0.4867464,1236,0
Sticky-High,26,0.37243187,939,0
Sticky-High,27,0.53671044,768,0
Sticky-High,28,0.3615792,505,0
Sticky-High,29,0.65000033,1412,1
Sticky-High,30,0.3368281,1109,0
Sticky-High,31,0.53497154,629,0
Sticky-High,32,0.5493347,1318,0
Sticky-High,33,0.40157226,1236,0
Sticky-High,34,0.3253207,1136,0
Sticky-High,35,0.44119084,965,0
Sticky-High,36,0.41492593,849,0
Sticky-High,37,0.45899528,906,0
Sticky-High,38,0.27925307,1230,0
Sticky-High,39,0.5471522,1064,0
Sticky-High,40,0.40914255,808,0
Sticky-High,41,0.18572432,954,0
Sticky-High,42,0.53044647,1279,0
Sticky-High,43,0.26300436,681,0
Sticky-High,44,0.24943611,814,0
Sticky-High,45,0.72542864,736,1
Sticky-High,46,0.3714294,871,0
Sticky-High,47,0.5286966,1371,0
Sticky-High,48,0.27422926,1336,0
Sticky-High,49,0.5523124,1190,0
Sticky-High,50,0.4594436,1118,0
Sticky-High,51,0.3991041,884,0
Sticky-High,52,0.41265604,1166,0
Sticky-High,53,0.3865464,837,0
Sticky-High,54,0.54068536,1305,0
Sticky-High,55,0.5434698,743,0

Sticky-Medium,1,0.43984482,1065,0
Sticky-Medium,2,0.2792654,980,0
Sticky-Medium,3,0.24300164,888,0
Sticky-Medium,4,0.37592742,806,0
Sticky-Medium,5,0.29241994,783,0
Sticky-Medium,6,0.102119565,701,0
Sticky-Medium,7,0.54822206,1152,0
Sticky-Medium,8,0.41645944,828,0
Sticky-Medium,9,0.14616264,839,0
Sticky-Medium,10,0.38020304,1138,0
Sticky-Medium,11,0.34233025,1247,0
Sticky-Medium,12,0.37507868,1191,0
Sticky-Medium,13,0.29636034,1055,0
Sticky-Medium,14,0.46191964,1069,0
Sticky-Medium,15,0.2725529,843,0
Sticky-Medium,16,0.07385603,757,0
Sticky-Medium,17,0.13100174,936,0
Sticky-Medium,18,0.3106322,1313,0
Sticky-Medium,19,0.20361803,1338,0
Sticky-Medium,20,0.3878893,1175,0
Sticky-Medium,21,0.43095207,900,0
Sticky-Medium,22,0.35725346,802,0
Sticky-Medium,23,0.424796,1115,0
Sticky-Medium,24,0.033904366,800,0
Sticky-Medium,25,0.22316785,632,0
Sticky-Medium,26,0.17639871,812,0
Sticky-Medium,27,0.49285537,1400,0
Sticky-Medium,28,0.22010314,1104,0
Sticky-Medium,29,0.34845328,750,0
Sticky-Medium,30,0.48691517,763,0
Sticky-Medium,31,0.28224233,825,0
Sticky-Medium,32,0.36923924,764,0
Sticky-Medium,33,0.43541467,805,0
Sticky-Medium,34,0.40925848,762,0
Sticky-Medium,35,0.46500084,795,0
Sticky-Medium,36,0.25541705,877,0
Sticky-Medium,37,0.3258079,889,0
Sticky-Medium,38,0.513256,788,0
Sticky-Medium,39,0.15382785,536,0
Sticky-Medium,40,0.20885351,809,0
Sticky-Medium,41,0.3541178,631,0
Sticky-Medium,42,0.4224295,774,0
Sticky-Medium,43,0.64976406,663,1
Sticky-Medium,44,0.43535146,1223,0
Sticky-Medium,45,0.3385883,853,0
Sticky-Medium,46,0.40481183,642,0
Sticky-Medium,47,0.14613296,792,0
Sticky-Medium,48,0.34263057,839,0
Sticky-Medium,49,0.6344919,607,1
Sticky-Medium,50,0.6276652,932,1
Sticky-Medium,51,0.2973423,1027,0
Sticky-Medium,52,0.30678543,886,0
Sticky-Medium,53,0.41304135,747,0
Sticky-Medium,54,0.025016177,642,0
Sticky-Medium,55,0.3639489,783,0

Sticky-Low,1,0.10806273,791,0
Sticky-Low,2,0.32479432,735,0
Sticky-Low,3,0.6833814,667,1
Sticky-Low,4,0.24435252,772,0
Sticky-Low,5,0.30196166,492,0
Sticky-Low,6,0.16799124,604,0
Sticky-Low,7,0.35632086,1167,0
Sticky-Low,8,0.14404203,737,0
Sticky-Low,9,0.30076882,652,0
Sticky-Low,10,0.18803158,674,0
Sticky-Low,11,0.3477741,1019,0
Sticky-Low,12,0.29594994,658,0
Sticky-Low,13,0.5245056,1023,0
Sticky-Low,14,0.13021484,770,0
Sticky-Low,15,0.082181856,665,0
Sticky-Low,16,0.418625,707,0
Sticky-Low,17,0.2248306,676,0
Sticky-Low,18,0.20010985,1154,0
Sticky-Low,19,0.3831165,765,0
Sticky-Low,20,0.30898166,995,0
Sticky-Low,21,0.38577476,1002,0
Sticky-Low,22,0.26380488,734,0
Sticky-Low,23,0.32798868,910,0
Sticky-Low,24,0.33851075,807,0
Sticky-Low,25,0.2669555,697,0
Sticky-Low,26,0.4759513,825,0
Sticky-Low,27,0.16818134,1277,0
Sticky-Low,28,0.28715998,1113,0
Sticky-Low,29,0.052517973,1178,0
Sticky-Low,30,0.2535737,1200,0
Sticky-Low,31,0.14471875,657,0
Sticky-Low,32,0.3196484,1146,0
Sticky-Low,33,0.22320998,1026,0
Sticky-Low,34,0.3692833,720,0
Sticky-Low,35,0.4753986,832,0
Sticky-Low,36,0.509907,1051,0
Sticky-Low,37,0.5212041,722,0
Sticky-Low,38,0.22725236,1235,0
Sticky-Low,39,0.434091,939,0
Sticky-Low,40,0.38427588,834,0
Sticky-Low,41,0.12526526,726,0
Sticky-Low,42,0.41692635,752,0
Sticky-Low,43,0.5697064,791,0
Sticky-Low,44,0.49045578,885,0
Sticky-Low,45,0.32896578,918,0
Sticky-Low,46,0.03515886,621,0
Sticky-Low,47,0.013457625,696,0
Sticky-Low,48,0.35966727,834,0
Sticky-Low,49,0.51068884,888,0
Sticky-Low,50,0.4790146,871,0
Sticky-Low,51,0.13930121,750,0
Sticky-Low,52,0.23504043,909,0
Sticky-Low,53,0.14387223,724,0
Sticky-Low,54,0.008494448,1306,0
Sticky-Low,55,0.24718972,873,0

Sticky-Zero,1,0.5137411,885,0
Sticky-Zero,2,0.26106995,834,0
Sticky-Zero,3,0.14263311,920,0
Sticky-Zero,4,0.61334616,808,1
Sticky-Zero,5,0.3411113,862,0
Sticky-Zero,6,0.38127783,737,0
Sticky-Zero,7,0.28405493,778,0
Sticky-Zero,8,0.14909804,804,0
Sticky-Zero,9,0.40223113,745,0
Sticky-Zero,10,0.49163708,711,0
Sticky-Zero,11,0.25007978,560,0
Sticky-Zero,12,0.23071958,880,0
Sticky-Zero,13,0.1595123,714,0
Sticky-Zero,14,0.38052556,726,0
Sticky-Zero,15,0.478004,688,0
Sticky-Zero,16,0.38587886,768,0
Sticky-Zero,17,0.5929328,957,1
Sticky-Zero,18,0.4100851,849,0
Sticky-Zero,19,0.1844424,734,0
Sticky-Zero,20,0.241494,506,0
Sticky-Zero,21,0.431367,812,0
Sticky-Zero,22,0.5542584,831,0
Sticky-Zero,23,0.44334108,709,0
Sticky-Zero,24,0.45186746,763,0
Sticky-Zero,25,0.16171008,723,0
Sticky-Zero,26,0.08247636,607,0
Sticky-Zero,27,0.2617687,836,0
Sticky-Zero,28,0.30107918,831,0
Sticky-Zero,29,0.36600423,1040,0
Sticky-Zero,30,0.15212126,532,0
Sticky-Zero,31,0.2899789,1141,0
Sticky-Zero,32,0.19358341,519,0
Sticky-Zero,33,0.4433852,878,0
Sticky-Zero,34,0.05692178,751,0
Sticky-Zero,35,0.17008795,947,0
Sticky-Zero,36,0.2731475,688,0
Sticky-Zero,37,0.2584867,797,0
Sticky-Zero,38,0.30128434,924,0
Sticky-Zero,39,0.13880035,959,0
Sticky-Zero,40,0.19117326,806,0
Sticky-Zero,41,0.23083888,835,0
Sticky-Zero,42,0.6036012,709,1
Sticky-Zero,43,0.19649917,832,0
Sticky-Zero,44,0.08338534,938,0
Sticky-Zero,45,0.098770075,545,0
Sticky-Zero,46,0.35630393,825,0
Sticky-Zero,47,0.08983255,632,0
Sticky-Zero,48,0.30000895,569,0
Sticky-Zero,49,0.24685177,754,0
Sticky-Zero,50,0.34108442,883,0
Sticky-Zero,51,0.22405085,749,0
Sticky-Zero,52,0.20725298,630,0
Sticky-Zero,53,0.32000777,710,0
Sticky-Zero,54,0.31457427,746,0
Sticky-Zero,55,0.45473203,1250,0

